human_gene_id	mouse_gene_id	human_symbol	mouse_symbol	symbol_match
51747	67684	LUC7L3	Luc7l3	match
51750	269400	RTEL1	Rtel1	match
51751	75689	HIGD1B	Higd1b	match
51752	80898	ERAP1	Erap1	match
51754	242409	TMEM8B	Tmem8b	match
51755	69131	CDK12	Cdk12	match
51759	227707	C9orf78	BC005624	mismatch
51760	110058	SYT17	Syt17	match
51761	50769	ATP8A2	Atp8a2	match
51762	235442	RAB8B	Rab8b	match
51763	19062	INPP5K	Inpp5k	match
51764	64337	GNG13	Gng13	match
51765	70415	STK26	Stk26	match
51768	67623	TM7SF3	Tm7sf3	match
51773	233532	RSF1	Rsf1	match
51776	65964	MAP3K20	Map3k20	match
51778	59006	MYOZ2	Myoz2	match
51780	277250	KDM3B	Kdm3b	match
51802	58170	ASIC5	Asic5	match
51804	20474	SIX4	Six4	match
51805	230027	COQ3	Coq3	match
51807	53857	TUBA8	Tuba8	match
51808	56698	PHAX	Phax	match
51809	108150	GALNT7	Galnt7	match
53335	14025	BCL11A	Bcl11a	match
53336	382239	CPXCR1	Cpxcr1	match
53339	83962	BTBD1	Btbd1	match
53340	20686	SPA17	Spa17	match
53342	239114	IL17D	Il17d	match
53343	74167	NUDT9	Nudt9	match
53344	12212	CHIC1	Chic1	match
53345	107770	TM6SF2	Tm6sf2	match
53346	107769	TM6SF1	Tm6sf1	match
53347	328795	UBASH3A	Ubash3a	match
53349	217695	ZFYVE1	Zfyve1	match
53353	94217	LRP1B	Lrp1b	match
53354	75735	PANK1	Pank1	match
53358	20418	SHC3	Shc3	match
53371	269113	NUP54	Nup54	match
53373	252972	TPCN1	Tpcn1	match
53405	224796	CLIC5	Clic5	match
53407	71116	STX18	Stx18	match
53615	17192	MBD3	Mbd3	match
53616	11496	ADAM22	Adam22	match
53630	63857	BCO1	Bco1	match
53632	241113	PRKAG3	Prkag3	match
53635	84113	PTOV1	Ptov1	match
53637	94226	S1PR5	S1pr5	match
53820	170765	RIPPLY3	Ripply3	match
53822	57780	FXYD7	Fxyd7	match
53826	59095	FXYD6	Fxyd6	match
53827	18301	FXYD5	Fxyd5	match
53828	108017	FXYD4	Fxyd4	match
53829	74191	P2RY13	P2ry13	match
53831	80910	GPR84	Gpr84	match
53832	237313	IL20RA	Il20ra	match
53833	213208	IL20RB	Il20rb	match
53834	116701	FGFRL1	Fgfrl1	match
53836	84111	GPR87	Gpr87	match
53838	72056	C11orf24	1810055G02Rik	mismatch
53841	72040	CDHR5	Cdhr5	match
53904	667663	MYO3A	Myo3a	match
53905	99439	DUOX1	Duox1	match
53916	19342	RAB4B	Rab4b	match
53917	19336	RAB24	Rab24	match
53918	105083	PELO	Pelo	match
53919	58807	SLCO1C1	Slco1c1	match
53938	70225	PPIL3	Ppil3	match
53940	71996	FTHL17	Fthl17a	mouse_extra_suffix
53942	244682	CNTN5	Cntn5	match
53944	214897	CSNK1G1	Csnk1g1	match
53947	239559	A4GALT	A4galt	match
53981	51786	CPSF2	Cpsf2	match
54014	93871	BRWD1	Brwd1	match
54020	224674	SLC37A1	Slc37a1	match
54033	224344	RBM11	Rbm11	match
54039	59093	PCBP3	Pcbp3	match
54058	76964	C21orf58	2610028H24Rik	mismatch
54059	216119	YBEY	Ybey	match
54065	68936	SMIM11	Smim11	match
54069	66578	MIS18A	Mis18a	match
54084	252974	TSPEAR	Tspear	match
54093	224440	SETD4	Setd4	match
54097	52793	FAM3B	Fam3b	match
54101	72388	RIPK4	Ripk4	match
54102	209195	CLIC6	Clic6	match
54103	212167	GSAP	Gsap	match
54106	81897	TLR9	Tlr9	match
54107	59001	POLE3	Pole3	match
54108	93696	CHRAC1	Chrac1	match
54112	64378	GPR88	Gpr88	match
54148	27393	MRPL39	Mrpl39	match
54149	67102	C21orf91	D16Ertd472e	mismatch
54165	114893	DCUN1D1	Dcun1d1	match
54187	94181	NANS	Nans	match
54205	13063	CYCS	Cycs	match
54206	74155	ERRFI1	Errfi1	match
54207	72258	KCNK10	Kcnk10	match
54209	83433	TREM2	Trem2	match
54210	58217	TREM1	Trem1	match
54212	71096	SNTG1	Sntg1	match
54221	268534	SNTG2	Sntg2	match
54328	70771	GPR173	Gpr173	match
54329	64450	GPR85	Gpr85	match
54331	14702	GNG2	Gng2	match
54332	14545	GDAP1	Gdap1	match
54344	68563	DPM3	Dpm3	match
54345	20672	SOX18	Sox18	match
54360	231162	CYTL1	Cytl1	match
54361	22417	WNT4	Wnt4	match
54363	15112	HAO1	Hao1	match
54386	57321	TERF2IP	Terf2ip	match
54407	67760	SLC38A2	Slc38a2	match
54413	245537	NLGN3	Nlgn3	match
54414	22619	SIAE	Siae	match
54431	66861	DNAJC10	Dnajc10	match
54432	230584	YIPF1	Yipf1	match
54433	68147	GAR1	Gar1	match
54434	231637	SSH1	Ssh1	match
54436	231147	SH3TC1	Sh3tc1	match
54437	20357	SEMA5B	Sema5b	match
54438	328232	GFOD1	Gfod1	match
54439	225432	RBM27	Rbm27	match
54440	74131	SASH3	Sash3	match
54442	69259	KCTD5	Kctd5	match
54443	68743	ANLN	Anln	match
54453	74030	RIN2	Rin2	match
54454	320817	ATAD2B	Atad2b	match
54455	213499	FBXO42	Fbxo42	match
54456	83456	MOV10L1	Mov10l1	match
54457	74469	TAF7L	Taf7l	match
54458	66151	PRR13	Prr13	match
54460	66292	MRPS21	Mrps21	match
54461	30839	FBXW5	Fbxw5	match
54462	72972	CCSER2	Ccser2	match
54463	66270	RETREG1	Retreg1	match
54464	24127	XRN1	Xrn1	match
54465	68145	ETAA1	Etaa1	match
54467	70797	ANKIB1	Ankib1	match
54468	252875	MIOS	Mios	match
54469	65098	ZFAND6	Zfand6	match
54470	278097	ARMCX6	Armcx6	match
54471	239555	MIEF1	Mief1	match
54472	54473	TOLLIP	Tollip	match
54474	66809	KRT20	Krt20	match
54475	217011	NLE1	Nle1	match
54476	108086	RNF216	Rnf216	match
54477	109135	PLEKHA5	Plekha5	match
54478	109212	PIMREG	Pimreg	match
54480	100910	CHPF2	Chpf2	match
54482	229780	TRMT13	Trmt13	match
54487	94223	DGCR8	Dgcr8	match
54491	223433	OTULINL	Otulinl	match
54492	240055	NEURL1B	Neurl1b	match
54494	434402	C11orf71	Gm5617	mismatch
54495	67988	TMX3	Tmx3	match
54496	214572	PRMT7	Prmt7	match
54497	320473	HEATR5B	Heatr5b	match
54498	228608	SMOX	Smox	match
54499	68944	TMCO1	Tmco1	match
54502	245945	RBM47	Rbm47	match
54503	243983	ZDHHC13	Zdhhc13	match
54504	71287	CPVL	Cpvl	match
54505	218629	DHX29	Dhx29	match
54507	229595	ADAMTSL4	Adamtsl4	match
54509	23912	RHOF	Rhof	match
54510	73173	PCDH18	Pcdh18	match
54511	208982	HMGCLL1	Hmgcll1	match
54512	109075	EXOSC4	Exosc4	match
54514	13206	DDX4	Ddx4	match
54516	108853	MTRF1L	Mtrf1l	match
54517	78697	PUS7	Pus7	match
54518	54519	APBB1IP	Apbb1ip	match
54520	70829	CCDC93	Ccdc93	match
54521	72404	WDR44	Wdr44	match
54522	320816	ANKRD16	Ankrd16	match
54529	70396	ASNSD1	Asnsd1	match
54531	70427	MIER2	Mier2	match
54532	99526	USP53	Usp53	match
54534	28028	MRPL50	Mrpl50	match
54535	240084	CCHCR1	Cchcr1	match
54536	107371	EXOC6	Exoc6	match
54537	75698	SHLD2	Shld2	match
54538	74144	ROBO4	Robo4	match
54539	104130	NDUFB11	Ndufb11	match
54540	212483	FAM193B	Fam193b	match
54541	74747	DDIT4	Ddit4	match
54542	319817	RC3H2	Rc3h2	match
54543	66169	TOMM7	Tomm7	match
54544	74175	CRCT1	Crct1	match
54545	268783	MTMR12	Mtmr12	match
54546	66825	RNF186	Rnf186	match
54549	237979	SDK2	Sdk2	match
54550	117148	NECAB2	Necab2	match
54551	27385	MAGEL2	Magel2	match
54552	237107	GNL3L	Gnl3l	match
54554	69544	WDR5B	Wdr5b	match
54555	234374	DDX49	Ddx49	match
54556	71777	ING3	Ing3	match
54557	218544	SGTB	Sgtb	match
54558	67946	SPATA6	Spata6	match
54566	54357	EPB41L4B	Epb41l4b	match
54567	54485	DLL4	Dll4	match
54580	22236	UGT1A2P	Ugt1a2	human_extra_suffix
54583	112405	EGLN1	Egln1	match
54584	13972	GNB1L	Gnb1l	match
54585	93730	LZTFL1	Lztfl1	match
54586	67753	EQTN	Eqtn	match
54587	74761	MXRA8	Mxra8	match
54596	381591	L1TD1	L1td1	match
54602	76273	NDFIP2	Ndfip2	match
54606	52513	DDX56	Ddx56	match
54617	68142	INO80	Ino80	match
54619	240665	CCNJ	Ccnj	match
54620	233902	FBXL19	Fbxl19	match
54621	231668	VSIG10	Vsig10	match
54622	218639	ARL15	Arl15	match
54623	54624	PAF1	Paf1	match
54625	547253	PARP14	Parp14	match
54626	15206	HES2	Hes2	match
54627	74393	MAP10	Map10	match
54629	235461	MINDY2	Mindy2	match
54662	70296	TBC1D13	Tbc1d13	match
54663	107071	WDR74	Wdr74	match
54664	71900	TMEM106B	Tmem106b	match
54665	229675	RSBN1	Rsbn1	match
54674	16981	LRRN3	Lrrn3	match
54675	66586	CRLS1	Crls1	match
54676	56055	GTPBP2	Gtpbp2	match
54677	74114	CROT	Crot	match
54680	229937	ZNHIT6	Znhit6	match
54681	74443	P4HTM	P4htm	match
54682	67729	MANSC1	Mansc1	match
54700	106298	RRN3	Rrn3	match
54704	381511	PDP1	Pdp1	match
54707	100210	GPN2	Gpn2	match
54708	69104	MARCHF5	Marchf5	match
54714	30952	CNGB3	Cngb3	match
54715	268859	RBFOX1	Rbfox1	match
54716	22599	SLC6A20	Slc6a20b	mouse_extra_suffix
54726	73945	OTUD4	Otud4	match
54729	672284	NKX1-1	Nkx1-1	match
54732	67511	TMED9	Tmed9	match
54733	72022	SLC35F2	Slc35f2	match
54734	270160	RAB39A	Rab39	human_extra_suffix
54737	75339	MPHOSPH8	Mphosph8	match
54738	260298	FEV	Fev	match
54739	327959	XAF1	Xaf1	match
54741	230514	LEPROT	Leprot	match
54742	76486	LY6K	Ly6k	match
54749	105298	EPDR1	Epdr1	match
54751	74202	FBLIM1	Fblim1	match
54752	78919	FNDC8	Fndc8	match
54753	330230	ZNF853	Zfp853	mismatch
54756	171463	IL17RD	Il17rd	match
54757	208659	FAM20A	Fam20a	match
54758	234825	KLHDC4	Klhdc4	match
54760	18551	PCSK4	Pcsk4	match
54762	207798	GRAMD1C	Gramd1c	match
54763	76378	ROPN1	Ropn1	match
54764	360216	ZRANB1	Zranb1	match
54765	80985	TRIM44	Trim44	match
54766	56057	BTG4	Btg4	match
54768	244653	HYDIN	Hydin	match
54769	68203	DIRAS2	Diras2	match
54776	232807	PPP1R12C	Ppp1r12c	match
54777	212124	CFAP46	Cfap46	match
54778	93836	RNF111	Rnf111	match
54780	67872	NSMCE4A	Nsmce4a	match
54784	72041	ALKBH4	Alkbh4	match
54785	71923	BORCS6	Borcs6	match
54788	56709	DNAJB12	Dnajb12	match
54790	214133	TET2	Tet2	match
54793	105440	KCTD9	Kctd9	match
54795	68667	TRPM4	Trpm4	match
54796	242509	BNC2	Bnc2	match
54797	67219	MED18	Med18	match
54798	100534287	DCHS2	Dchs2	match
54799	103537	MBTD1	Mbtd1	match
54800	75785	KLHL24	Klhl24	match
54801	230376	HAUS6	Haus6	match
54802	66966	TRIT1	Trit1	match
54805	94219	CNNM2	Cnnm2	match
54806	52906	AHI1	Ahi1	match
54808	69190	DYM	Dym	match
54810	54120	GIPC2	Gipc2	match
54812	216549	AFTPH	Aftph	match
54813	66689	KLHL28	Klhl28	match
54814	67369	QPCTL	Qpctl	match
54815	234366	GATAD2A	Gatad2a	match
54816	235469	ZNF280D	Zfp280d	mismatch
54819	67966	ZCCHC10	Zcchc10	match
54820	67203	NDE1	Nde1	match
54821	236930	ERCC6L	Ercc6l	match
54822	58800	TRPM7	Trpm7	match
54823	66875	SWT1	Swt1	match
54825	268663	CDHR2	Cdhr2	match
54826	252876	GIN1	Gin1	match
54827	244853	NXPE4	Nxpe4	match
54828	192197	BCAS3	Bcas3	match
54829	66695	ASPN	Aspn	match
54830	279706	NUP62CL	Nup62cl	match
54831	212989	BEST2	Best2	match
54832	320528	VPS13C	Vps13c	match
54834	14547	GDAP2	Gdap2	match
54836	192120	BSPRY	Bspry	match
54838	226178	WBP1L	Wbp1l	match
54839	102747	LRRC49	Lrrc49	match
54840	66408	APTX	Aptx	match
54841	246229	BIVM	Bivm	match
54842	98682	MFSD6	Mfsd6	match
54843	83671	SYTL2	Sytl2	match
54845	207920	ESRP1	Esrp1	match
54847	320007	SIDT1	Sidt1	match
54848	77669	ARHGEF38	Arhgef38	match
54849	23854	DEF8	Def8	match
54850	30843	FBXL12	Fbxl12	match
54851	56503	ANKRD49	Ankrd49	match
54852	74090	PAQR5	Paqr5	match
54853	67936	WDR55	Wdr55	match
54854	73813	FAM83E	Fam83e	match
54855	74645	TENT5C	Tent5c	match
54856	76022	GON4L	Gon4l	match
54857	71584	GDPD2	Gdpd2	match
54858	66522	PGPEP1	Pgpep1	match
54859	72341	ELP6	Elp6	match
54860	381213	MS4A12	Ms4a12	match
54861	20623	SNRK	Snrk	match
54862	212139	CC2D1A	Cc2d1a	match
54863	227612	TOR4A	Tor4a	match
54865	66614	GPATCH4	Gpatch4	match
54866	72112	PPP1R14D	Ppp1r14d	match
54867	68796	TMEM214	Tmem214	match
54868	320534	SLC38A12	Tmem104	mismatch
54869	67425	EPS8L1	Eps8l1	match
54870	69232	QRICH1	Qrich1	match
54872	433931	PIGG	Pigg	match
54873	114301	PALMD	Palmd	match
54874	214459	FNBP1L	Fnbp1l	match
54875	338349	CNTLN	Cntln	match
54877	227449	ZCCHC2	Zcchc2	match
54878	74388	DPP8	Dpp8	match
54879	229681	ST7L	St7l	match
54880	71458	BCOR	Bcor	match
54881	269536	TEX10	Tex10	match
54882	108857	ANKHD1	Ankhd1	match
54883	67480	CWC25	Cwc25	match
54884	67442	RETSAT	Retsat	match
54885	245638	TBC1D8B	Tbc1d8b	match
54886	272031	PLPPR1	Plppr1	match
54887	224648	BLTP3A	Bltp3a	match
54888	28114	NSUN2	Nsun2	match
54890	268420	ALKBH5	Alkbh5	match
54891	227195	INO80D	Ino80d	match
54892	76044	NCAPG2	Ncapg2	match
54893	233315	MTMR10	Mtmr10	match
54894	207742	RNF43	Rnf43	match
54896	212555	SLC66A1	Slc66a1	match
54897	69743	CASZ1	Casz1	match
54898	54326	ELOVL2	Elovl2	match
54899	218699	PXK	Pxk	match
54900	240754	LAX1	Lax1	match
54901	68916	CDKAL1	Cdkal1	match
54902	72795	TTC19	Ttc19	match
54903	380718	MKS1	Mks1	match
54904	234135	NSD3	Nsd3	match
54905	545817	CYP2W1	Cyp2w1	match
54906	105203	TASOR2	Tasor2	match
54908	70385	SPDL1	Spdl1	match
54910	20353	SEMA4C	Sema4c	match
54913	102614	RPP25	Rpp25	match
54914	230393	FOCAD	Focad	match
54915	228994	YTHDF1	Ythdf1	match
54916	218989	TMEM260	Tmem260	match
54918	67213	CMTM6	Cmtm6	match
54919	433956	DNAAF5	Dnaaf5	match
54920	66369	DUS2	Dus2	match
54921	214987	CHTF8	Chtf8	match
54922	69903	RASIP1	Rasip1	match
54923	72699	LIME1	Lime1	match
54926	67615	UBE2R2	Ube2r2	match
54927	66075	CHCHD3	Chchd3	match
54928	242291	BPNT2	Bpnt2	match
54929	234371	TMEM161A	Tmem161a	match
54930	219072	HAUS4	Haus4	match
54931	52575	TRMT10C	Trmt10c	match
54933	230726	RHBDL2	Rhbdl2	match
54934	69612	KANSL2	Kansl2	match
54935	68440	DUSP23	Dusp23	match
54936	100206	ADPRS	Adprs	match
54937	74434	SOHLH2	Sohlh2	match
54938	71984	SARS2	Sars2	match
54939	66199	COMMD4	Commd4	match
54940	68095	OCIAD1	Ociad1	match
54941	67664	RNF125	Rnf125	match
54942	230234	ABITRAM	Abitram	match
54943	246738	DNAJC28	Dnajc28	match
54946	71699	SLC41A3	Slc41a3	match
54947	270084	LPCAT2	Lpcat2	match
54948	94063	MRPL16	Mrpl16	match
54949	66072	SDHAF2	Sdhaf2	match
54951	27784	COMMD8	Commd8	match
54952	71787	TRNAU1AP	Trnau1ap	match
54953	226499	ODR4	Odr4	match
54954	207375	FAM120C	Fam120c	match
54955	194268	AIRIM	Airim	match
54956	214424	PARP16	Parp16	match
54957	234723	TXNL4B	Txnl4b	match
54958	69094	TMEM160	Tmem160	match
54959	69592	ODAM	Odam	match
54960	237221	GEMIN8	Gemin8	match
54961	245857	SSH3	Ssh3	match
54962	66131	TIPIN	Tipin	match
54963	68556	UCKL1	Uckl1	match
54964	229588	C1orf56	Gm128	mismatch
54965	72084	PIGX	Pigx	match
54968	70397	TMEM70	Tmem70	match
54969	72612	HPF1	Hpf1	match
54970	235330	TTC12	Ttc12	match
54971	53325	BANP	Banp	match
54972	98170	TMEM132A	Tmem132a	match
54973	71957	INTS11	Ints11	match
54974	66628	THG1L	Thg1l	match
54976	67326	ADISSP	Adissp	match
54977	208638	SLC25A38	Slc25a38	match
54978	74919	SLC35F6	Slc35f6	match
54980	232196	C2orf42	C87436	mismatch
54981	225994	NMRK1	Nmrk1	match
54982	76524	CLN6	Cln6	match
54984	72400	PINX1	Pinx1	match
54985	353502	HCFC1R1	Hcfc1r1	match
54986	209012	ULK4	Ulk4	match
54987	74098	CZIB	Czib	match
54988	272428	ACSM5	Acsm5	match
54989	228491	ZNF770	Zfp770	mismatch
54991	230996	C1orf159	9430015G10Rik	mismatch
54993	22691	ZSCAN2	Zscan2	match
54994	76425	GID8	Gid8	match
54995	71147	OXSM	Oxsm	match
54996	67247	MTARC2	Mtarc2	match
54997	57816	TESC	Tesc	match
54998	66077	AURKAIP1	Aurkaip1	match
55000	544752	TUG1	Tug1	match
55001	230576	TTC22	Ttc22	match
55002	234076	SLC9D1	Tmco3	mismatch
55003	68083	PAK1IP1	Pak1ip1	match
55004	66508	LAMTOR1	Lamtor1	match
55005	66084	RMND1	Rmnd1	match
55007	73225	FAM118A	Fam118a	match
55008	67138	HERC6	Herc6	match
55009	69770	FAM174C	Fam174c	match
55010	75317	PARPBP	Parpbp	match
55011	68845	PIH1D1	Pih1d1	match
55013	66815	MCUB	Mcub	match
55014	67727	STX17	Stx17	match
55015	328110	PRPF39	Prpf39	match
55016	72925	MARCHF1	Marchf1	match
55017	58248	C14orf119	1700123O20Rik	mismatch
55018	102639132	ANKRD40CL	Ankrd40cl	match
55020	239570	TTC38	Ttc38	match
55022	98496	PID1	Pid1	match
55023	83946	PHIP	Phip	match
55024	242248	BANK1	Bank1	match
55026	245386	TMEM255A	Tmem255a	match
55027	234549	HEATR3	Heatr3	match
55028	276852	MTNAP1	Mtnap1	match
55030	78938	FBXO34	Fbxo34	match
55031	74996	USP47	Usp47	match
55032	74102	SLC35A5	Slc35a5	match
55033	231997	FKBP14	Fkbp14	match
55034	68591	MOCOS	Mocos	match
55035	70930	NOL8	Nol8	match
55036	207607	CCDC40	Ccdc40	match
55037	69956	PTCD3	Ptcd3	match
55038	71963	CDCA4	Cdca4	match
55039	68260	TYW2	Tyw2	match
55040	71889	EPN3	Epn3	match
55041	226971	PLEKHB2	Plekhb2	match
55048	107305	VPS37C	Vps37c	match
55049	66462	REX1BD	Rex1bd	match
55051	217827	NRDE2	Nrde2	match
55052	66448	MRPL20	Mrpl20	match
55054	77040	ATG16L1	Atg16l1	match
55055	68014	ZWILCH	Zwilch	match
55057	230806	CRYBG2	Crybg2	match
55061	96935	SUSD4	Susd4	match
55062	52639	WIPI1	Wipi1	match
55063	381678	ZCWPW1	Zcwpw1	match
55064	381218	SPATA6L	Spata6l	match
55066	319518	PDPR	Pdpr	match
55068	239188	ENOX1	Enox1	match
55069	71667	TMEM248	Tmem248	match
55070	76375	DET1	Det1	match
55071	225995	C9orf40	D030056L22Rik	mismatch
55072	268749	RNF31	Rnf31	match
55074	170719	OXR1	Oxr1	match
55075	72565	UACA	Uaca	match
55076	56277	TMEM45A	Tmem45a	match
55079	54713	FEZF2	Fezf2	match
55080	213233	TAPBPL	Tapbpl	match
55081	73916	IFT57	Ift57	match
55082	234023	ARGLU1	Arglu1	match
55083	269152	KIF26B	Kif26b	match
55084	109205	SOBP	Sobp	match
55086	102871	RADX	Radx	match
55088	213993	CCDC186	Ccdc186	match
55089	69354	SLC38A4	Slc38a4	match
55090	192191	MED9	Med9	match
55092	214359	TMEM51	Tmem51	match
55093	76773	NTAQ1	Ntaq1	match
55094	67471	GPATCH1	Gpatch1	match
55095	233033	SAMD4B	Samd4b	match
55100	545085	WDR70	Wdr70	match
55101	66349	DMAC2	Dmac2	match
55102	76559	ATG2B	Atg2b	match
55103	78255	RALGPS2	Ralgps2	match
55105	67769	GPATCH2	Gpatch2	match
55107	101772	ANO1	Ano1	match
55108	100383	BSDC1	Bsdc1	match
55109	66549	AGGF1	Aggf1	match
55110	66441	MAGOHB	Magohb	match
55111	78670	PLEKHJ1	Plekhj1	match
55112	217935	DYNC2I1	Dync2i1	match
55113	381560	XKR8	Xkr8	match
55114	70497	ARHGAP17	Arhgap17	match
55116	230770	TMEM39B	Tmem39b	match
55117	103098	SLC6A15	Slc6a15	match
55118	72832	CRTAC1	Crtac1	match
55119	66921	PRPF38B	Prpf38b	match
55120	67030	FANCL	Fancl	match
55122	433693	AKIRIN2	Akirin2	match
55124	57746	PIWIL2	Piwil2	match
55125	70799	CEP192	Cep192	match
55127	217995	HEATR1	Heatr1	match
55128	101700	TRIM68	Trim68	match
55129	102566	ANO10	Ano10	match
55130	74934	ODAD2	Odad2	match
55131	68272	RBM28	Rbm28	match
55132	214048	LARP1B	Larp1b	match
55133	78586	SRBD1	Srbd1	match
55135	216853	WRAP53	Wrap53	match
55137	60344	FIGN	Fign	match
55139	52231	ANKZF1	Ankzf1	match
55140	74195	ELP3	Elp3	match
55142	66296	HAUS2	Haus2	match
55143	52276	CDCA8	Cdca8	match
55144	231549	LRRC8D	Lrrc8d	match
55145	73754	THAP1	Thap1	match
55146	72881	ZDHHC4	Zdhhc4	match
55148	66622	UBR7	Ubr7	match
55149	67440	MTPAP	Mtpap	match
55151	52076	TMEM38B	Tmem38b	match
55152	67789	DALRD3	Dalrd3	match
55153	231452	SDAD1	Sdad1	match
55154	229524	MSTO1	Msto1	match
55156	74252	ARMC1	Armc1	match
55157	226539	DARS2	Dars2	match
55159	234736	RFWD3	Rfwd3	match
55160	72754	ARHGEF10L	Arhgef10l	match
55161	67878	TMEM33	Tmem33	match
55163	103711	PNPO	Pnpo	match
55164	72171	SHQ1	Shq1	match
55165	74107	CEP55	Cep55	match
55166	83815	CENPQ	Cenpq	match
55167	77853	MSL2	Msl2	match
55168	68565	MRPS18A	Mrps18a	match
55170	99890	PRMT6	Prmt6	match
55171	70573	TBCCD1	Tbccd1	match
55172	109065	DNAAF2	Dnaaf2	match
55173	64657	MRPS10	Mrps10	match
55174	70885	INTS10	Ints10	match
55175	217194	KLHL11	Klhl11	match
55176	57743	SEC61A2	Sec61a2	match
55177	67809	RMDN3	Rmdn3	match
55178	67390	MRM3	Mrm3	match
55180	72635	LINS1	Lins1	match
55181	74133	SMG8	Smg8	match
55182	66743	RNF220	Rnf220	match
55183	51869	RIF1	Rif1	match
55184	241688	DZANK1	Dzank1	match
55186	192287	SLC25A36	Slc25a36	match
55187	230895	VPS13D	Vps13d	match
55188	237422	RIC8B	Ric8b	match
55190	58242	NUDT11	Nudt11	match
55191	78914	NADSYN1	Nadsyn1	match
55192	69408	DNAJC17	Dnajc17	match
55193	66923	PBRM1	Pbrm1	match
55194	230752	EVA1B	Eva1b	match
55195	67082	CCDC198	Ccdc198	match
55196	67246	RESF1	Resf1	match
55197	225283	RPRD1A	Rprd1a	match
55198	216190	APPL2	Appl2	match
55200	213522	PLEKHG6	Plekhg6	match
55201	270058	MAP1S	Map1s	match
55203	246316	LGI2	Lgi2	match
55204	229593	GOLPH3L	Golph3l	match
55205	328977	ZNF532	Zfp532	mismatch
55206	243272	SBNO1	Sbno1	match
55207	67166	ARL8B	Arl8b	match
55208	102323	DCUN1D2	Dcun1d2	match
55209	72895	SETD5	Setd5	match
55211	73693	DPPA4	Dppa4	match
55212	71492	BBS7	Bbs7	match
55213	71330	RCBTB1	Rcbtb1	match
55214	210530	P3H2	P3h2	match
55215	208836	FANCI	Fanci	match
55216	270156	NKAPD1	Nkapd1	match
55217	192289	TMLHE	Tmlhe	match
55218	97827	EXD2	Exd2	match
55219	66146	MACO1	Maco1	match
55220	213417	KLHDC8A	Klhdc8a	match
55222	216011	LRRC20	Lrrc20	match
55223	67525	TRIM62	Trim62	match
55224	214253	ETNK2	Etnk2	match
55225	242570	RAVER2	Raver2	match
55226	98956	NAT10	Nat10	match
55227	214345	LRRC1	Lrrc1	match
55228	71691	PNMA8A	Pnma8a	match
55229	269614	PANK4	Pank4	match
55230	227334	USP40	Usp40	match
55231	399599	CCDC87	Ccdc87	match
55233	232157	MOB1A	Mob1a	match
55234	74255	SMU1	Smu1	match
55236	231380	UBA6	Uba6	match
55237	432677	VRTN	Vrtn	match
55238	234595	SLC38A7	Slc38a7	match
55239	270086	OGFOD1	Ogfod1	match
55240	68428	STEAP3	Steap3	match
55243	170643	KIRREL1	Kirrel1	match
55245	56046	UQCC1	Uqcc1	match
55246	67179	CCDC25	Ccdc25	match
55247	234258	NEIL3	Neil3	match
55248	66950	PACC1	Pacc1	match
55250	58523	ELP2	Elp2	match
55251	245867	PCMTD2	Pcmtd2	match
55252	75302	ASXL2	Asxl2	match
55254	67846	TMEM39A	Tmem39a	match
55255	218460	WDR41	Wdr41	match
55256	104923	ADI1	Adi1	match
55257	73247	MRGBP	Mrgbp	match
55258	232078	THNSL2	Thnsl2	match
55259	320662	DNAI7	Dnai7	match
55260	70209	TMEM143	Tmem143	match
55262	231807	TRAPPC14	Trappc14	match
55266	67226	TMEM19	Tmem19	match
55268	52430	ECHDC2	Echdc2	match
55269	66645	PSPC1	Pspc1	match
55270	214254	NUDT15	Nudt15	match
55272	102462	IMP3	Imp3	match
55273	67888	TMEM100	Tmem100	match
55274	72057	PHF10	Phf10	match
55275	68299	VPS53	Vps53	match
55276	66681	PGM2	Pgm2	match
55277	75578	FGGY	Fggy	match
55278	76563	QRSL1	Qrsl1	match
55279	72020	ZNF654	Zfp654	mismatch
55280	72502	CWF19L1	Cwf19l1	match
55281	68487	TMEM140	Tmem140	match
55282	270091	LRRC36	Lrrc36	match
55283	171166	MCOLN3	Mcoln3	match
55284	66799	UBE2W	Ube2w	match
55285	237073	RBM41	Rbm41	match
55286	76261	PGCKA1	Pgcka1	match
55287	94346	TMEM40	Tmem40	match
55288	59040	RHOT1	Rhot1	match
55289	74121	ACOXL	Acoxl	match
55290	66653	BRF2	Brf2	match
55291	52036	PPP6R3	Ppp6r3	match
55293	54122	UEVLD	Uevld	match
55294	50754	FBXW7	Fbxw7	match
55295	234378	KLHL26	Klhl26	match
55296	67249	TBC1D19	Tbc1d19	match
55297	67015	CCDC91	Ccdc91	match
55298	75212	RNF121	Rnf121	match
55299	67832	BRIX1	Brix1	match
55300	67073	PI4K2B	Pi4k2b	match
55301	99035	OLAH	Olah	match
55303	107526	GIMAP4	Gimap4	match
55304	228677	SPTLC3	Sptlc3	match
55311	72667	ZNF444	Zfp444	mismatch
55312	54391	RFK	Rfk	match
55313	223978	CPPED1	Cpped1	match
55314	70652	TMEM144	Tmem144	match
55315	71279	SLC29A3	Slc29a3	match
55316	237926	RSAD1	Rsad1	match
55317	69596	AP5S1	Ap5s1	match
55319	66282	TMA16	Tma16	match
55320	217653	MIS18BP1	Mis18bp1	match
55321	108832	TMEM74B	Tmem74b	match
55322	77877	C5orf22	6030458C11Rik	mismatch
