human_gene_id	mouse_gene_id	human_symbol	mouse_symbol
4124	17158	MAN2A1	Man2a1
4122	140481	MAN2A2	Man2a2
4125	17159	MAN2B1	Man2b1
23324	17160	MAN2B2	Man2b2
4123	73744	MAN2C1	Man2c1
4126	110173	MANBA	Manba
63905	69161	MANBAL	Manbal
79694	242362	MANEA	Manea
149175	215090	MANEAL	Maneal
7873	74840	MANF	Manf
54682	67729	MANSC1	Mansc1
100287284	545893	MANSC4	Mansc4
4128	17161	MAOA	Maoa
4129	109731	MAOB	Maob
4130	17754	MAP1A	Map1a
4131	17755	MAP1B	Map1b
84557	66734	MAP1LC3A	Map1lc3a
55201	270058	MAP1S	Map1s
4133	17756	MAP2	Map2
5604	26395	MAP2K1	Map2k1
5605	26396	MAP2K2	Map2k2
5606	26397	MAP2K3	Map2k3
6416	26398	MAP2K4	Map2k4
5607	23938	MAP2K5	Map2k5
5608	26399	MAP2K6	Map2k6
5609	26400	MAP2K7	Map2k7
4214	26401	MAP3K1	Map3k1
10746	26405	MAP3K2	Map3k2
4215	26406	MAP3K3	Map3k3
4216	26407	MAP3K4	Map3k4
4217	26408	MAP3K5	Map3k5
9064	53608	MAP3K6	Map3k6
6885	26409	MAP3K7	Map3k7
56911	224419	MAP3K7CL	Map3k7cl
1326	26410	MAP3K8	Map3k8
4293	338372	MAP3K9	Map3k9
4294	269881	MAP3K10	Map3k10
4296	26403	MAP3K11	Map3k11
7786	26404	MAP3K12	Map3k12
9175	71751	MAP3K13	Map3k13
9020	53859	MAP3K14	Map3k14
389840	270672	MAP3K15	Map3k15
80122	22625	MAP3K19	Map3k19
51776	65964	MAP3K20	Map3k20
84451	234878	MAP3K21	Map3k21
4134	17758	MAP4	Map4
11184	26411	MAP4K1	Map4k1
5871	26412	MAP4K2	Map4k2
8491	225028	MAP4K3	Map4k3
9448	26921	MAP4K4	Map4k4
11183	399510	MAP4K5	Map4k5
4135	17760	MAP6	Map6
79929	208158	MAP6D1	Map6d1
9053	17761	MAP7	Map7
55700	245877	MAP7D1	Map7d1
256714	78283	MAP7D2	Map7d2
79649	320923	MAP7D3	Map7d3
79884	213582	MAP9	Map9
54627	74393	MAP10	Map10
161823	75894	MAPDA	Adal
5594	26413	MAPK1	Mapk1
93487	218975	MAPK1IP1L	Mapk1ip1l
5595	26417	MAPK3	Mapk3
5596	225724	MAPK4	Mapk4
5597	50772	MAPK6	Mapk6
5598	23939	MAPK7	Mapk7
5599	26419	MAPK8	Mapk8
9479	19099	MAPK8IP1	Mapk8ip1
23542	60597	MAPK8IP2	Mapk8ip2
23162	30957	MAPK8IP3	Mapk8ip3
5601	26420	MAPK9	Mapk9
5602	26414	MAPK10	Mapk10
5600	19094	MAPK11	Mapk11
6300	29857	MAPK12	Mapk12
5603	26415	MAPK13	Mapk13
1432	26416	MAPK14	Mapk14
225689	332110	MAPK15	Mapk15
79109	227743	MAPKAP1	Mapkap1
9261	17164	MAPKAPK2	Mapkapk2
7867	102626	MAPKAPK3	Mapkapk3
8550	17165	MAPKAPK5	Mapkapk5
23005	26390	MAPKBP1	Mapkbp1
22919	13589	MAPRE1	Mapre1
10982	212307	MAPRE2	Mapre2
22924	100732	MAPRE3	Mapre3
4137	17762	MAPT	Mapt
55016	72925	MARCHF1	Marchf1
51257	224703	MARCHF2	Marchf2
115123	320253	MARCHF3	Marchf3
57574	381270	MARCHF4	Marchf4
54708	69104	MARCHF5	Marchf5
10299	223455	MARCHF6	Marchf6
64844	57438	MARCHF7	Marchf7
220972	71779	MARCHF8	Marchf8
92979	216438	MARCHF9	Marchf9
162333	632687	MARCHF10	Marchf10
441061	211147	MARCHF11	Marchf11
4082	17118	MARCKS	Marcks
65108	17357	MARCKSL1	Marcksl1
8685	17167	MARCO	Marco
105378220	115488943	MARCOL	Marcol
9665	223989	MARF1	Marf1
4139	226778	MARK1	Mark1
2011	13728	MARK2	Mark2
4140	17169	MARK3	Mark3
57787	232944	MARK4	Mark4
4141	216443	MARS1	Mars1
92935	212679	MARS2	Mars2
83742	277010	MARVELD1	Marveld1
153562	218518	MARVELD2	Marveld2
91862	73608	MARVELD3	Marveld3
4142	17171	MAS1	Mas1
5648	17174	MASP1	Masp1
10747	17175	MASP2	Masp2
22983	56527	MAST1	Mast1
23139	17776	MAST2	Mast2
23031	546071	MAST3	Mast3
375449	328329	MAST4	Mast4
84930	67121	MASTL	Mastl
4143	11720	MAT1A	Mat1a
4144	232087	MAT2A	Mat2a
27430	108645	MAT2B	Mat2b
653319	74356	MATCAP1	Matcap1
23366	68283	MATCAP2	Matcap2
4145	17179	MATK	Matk
4146	17180	MATN1	Matn1
4147	17181	MATN2	Matn2
4148	17182	MATN3	Matn3
8785	17183	MATN4	Matn4
9782	17184	MATR3	Matr3
23383	74549	MAU2	Mau2
57506	228607	MAVS	Mavs
4149	17187	MAX	Max
4150	17188	MAZ	Maz
4151	17189	MB	Mb
151963	239796	MB21D2	Mb21d2
4152	17190	MBD1	Mbd1
8932	17191	MBD2	Mbd2
53615	17192	MBD3	Mbd3
85509	73503	MBD3L1	Mbd3l1
8930	17193	MBD4	Mbd4
55777	109241	MBD5	Mbd5
114785	110962	MBD6	Mbd6
51562	217588	MBIP	Mbip
4153	17195	MBL2	Mbl2
255374	330216	MBLAC1	Mblac1
153364	72852	MBLAC2	Mblac2
4154	56758	MBNL1	Mbnl1
10150	105559	MBNL2	Mbnl2
55796	171170	MBNL3	Mbnl3
154141	218121	MBOAT1	Mboat1
129642	67216	MBOAT2	Mboat2
619373	234155	MBOAT4	Mboat4
79143	77582	MBOAT7	Mboat7
4155	17196	MBP	Mbp
54799	103537	MBTD1	Mbtd1
8720	56453	MBTPS1	Mbtps1
51360	270669	MBTPS2	Mbtps2
4157	17199	MC1R	Mc1r
4158	17200	MC2R	Mc2r
4159	17201	MC3R	Mc3r
4160	17202	MC4R	Mc4r
4161	17203	MC5R	Mc5r
4162	84004	MCAM	Mcam
27349	223722	MCAT	Mcat
4163	328949	MCC	Mcc
56922	72039	MCCC1	Mccc1
64087	78038	MCCC2	Mccc2
84693	73724	MCEE	Mcee
199675	69189	MCEMP1	Mcemp1
4168	109904	MCF2	Mcf2
23263	17207	MCF2L	Mcf2l
90411	193813	MCFD2	Mcfd2
2847	207911	MCHR1	Mchr1
345643	622408	MCIDAS	Mcidas
4170	17210	MCL1	Mcl1
4171	17216	MCM2	Mcm2
4172	17215	MCM3	Mcm3
8888	54387	MCM3AP	Mcm3ap
4173	17217	MCM4	Mcm4
4174	17218	MCM5	Mcm5
4175	17219	MCM6	Mcm6
4176	17220	MCM7	Mcm7
84515	66634	MCM8	Mcm8
254394	71567	MCM9	Mcm9
55388	70024	MCM10	Mcm10
79892	210711	MCMBP	Mcmbp
157777	240697	MCMDC2	Mcmdc2
57192	94178	MCOLN1	Mcoln1
255231	68279	MCOLN2	Mcoln2
55283	171166	MCOLN3	Mcoln3
79648	244329	MCPH1	Mcph1
348262	192173	MCRIP1	Mcrip1
84331	68241	MCRIP2	Mcrip2
10445	51812	MCRS1	Mcrs1
79772	78771	MCTP1	Mctp1
55784	244049	MCTP2	Mctp2
28985	68995	MCTS1	Mcts1
90550	215999	MCU	Mcu
55013	66815	MCUB	Mcub
63933	76137	MCUR1	Mcur1
9656	240087	MDC1	Mdc1
4188	17240	MDFI	Mdfi
29969	16543	MDFIC	Mdfic
107986096	330390	MDFIC2	Mdfic2
266727	74762	MDGA1	Mdga1
161357	320772	MDGA2	Mdga2
4190	17449	MDH1	Mdh1
130752	76668	MDH1B	Mdh1b
4191	17448	MDH2	Mdh2
4192	17242	MDK	Mdk
4193	17246	MDM2	Mdm2
4194	17248	MDM4	Mdm4
23195	100019	MDN1	Mdn1
145553	67881	MDP1	Mdp1
4199	17436	ME1	Me1
4200	107029	ME2	Me2
10873	109264	ME3	Me3
4201	17256	MEA1	Mea1
64769	70088	MEAF6	Meaf6
57707	74347	MEAK7	Meak7
2122	14013	MECOM	Mecom
4204	17257	MECP2	Mecp2
51102	26922	MECR	Mecr
5469	19014	MED1	Med1
29079	67381	MED4	Med4
10001	69792	MED6	Med6
9443	66213	MED7	Med7
112950	80509	MED8	Med8
55090	192191	MED9	Med9
84246	28077	MED10	Med10
400569	66172	MED11	Med11
9968	59024	MED12	Med12
116931	329650	MED12L	Med12l
9969	327987	MED13	Med13
23389	76199	MED13L	Med13l
9282	26896	MED14	Med14
51586	94112	MED15	Med15
10025	216154	MED16	Med16
9440	234959	MED17	Med17
54797	67219	MED18	Med18
219541	381379	MED19	Med19
9477	56771	MED20	Med20
9412	108098	MED21	Med21
6837	20933	MED22	Med22
9439	70208	MED23	Med23
9862	23989	MED24	Med24
81857	75613	MED25	Med25
9441	70625	MED26	Med26
9442	68975	MED27	Med27
80306	66999	MED28	Med28
55588	67224	MED29	Med29
90390	69790	MED30	Med30
51003	67279	MED31	Med31
84935	70717	MEDAG	Medag
4205	17258	MEF2A	Mef2a
4208	17260	MEF2C	Mef2c
4209	17261	MEF2D	Mef2d
4210	54483	MEFV	Mefv
1953	230971	MEGF6	Megf6
1954	269878	MEGF8	Megf8
1955	230316	MEGF9	Megf9
84466	70417	MEGF10	Megf10
84465	214058	MEGF11	Megf11
150365	74369	MEI1	Mei1
101928601	75033	MEI4	Mei4
644890	104362	MEIG1	Meig1
728637	74847	MEIKIN	Meikin
254528	75178	MEIOB	Meiob
284071	268491	MEIOC	Meioc
388553	243866	MEIOSIN	Meiosin
4211	17268	MEIS1	Meis1
4212	17536	MEIS2	Meis2
56917	17537	MEIS3	Meis3
9833	17279	MELK	Melk
4241	30060	MELTF	Meltf
51072	76890	MEMO1	Memo1
4221	17283	MEN1	Men1
4222	17285	MEOX1	Meox1
4223	17286	MEOX2	Meox2
4224	17287	MEP1A	Mep1a
4225	17288	MEP1B	Mep1b
56257	231803	MEPCE	Mepce
56955	94111	MEPE	Mepe
10461	17289	MERTK	Mertk
23184	67943	MESD	Mesd
55897	17292	MESP1	Mesp1
145873	17293	MESP2	Mesp2
4232	17294	MEST	Mest
4233	17295	MET	Met
23173	75624	METAP1	Metap1
254042	66559	METAP1D	Metap1d
10988	56307	METAP2	Metap2
79006	70083	METRN	Metrn
284207	210029	METRNL	Metrnl
4234	17299	METTL1	Mettl1
56339	56335	METTL3	Mettl3
64863	76781	METTL4	Mettl4
29081	75422	METTL5	Mettl5
131965	67011	METTL6	Mettl6
79828	228019	METTL8	Mettl8
51108	59052	METTL9	Mettl9
51603	71449	METTL13	Mettl13
57721	210529	METTL14	Mettl14
196074	76894	METTL15	Mettl15
79066	67493	METTL16	Mettl16
64745	52535	METTL17	Mettl17
92342	69962	METTL18	Mettl18
151194	67099	METTL21A	Mettl21a
196541	433294	METTL21C	Mettl21c
79091	239706	METTL22	Mettl22
124512	74319	METTL23	Mettl23
728464	327747	METTL24	Mettl24
84190	216292	METTL25	Mettl25
51093	229503	METTL25B	Mettl25b
84326	68347	METTL26	Mettl26
155368	79565	METTL27	Mettl27
92312	72640	MEX3A	Mex3a
84206	108797	MEX3B	Mex3b
51320	240396	MEX3C	Mex3c
399664	237400	MEX3D	Mex3d
4237	17150	MFAP2	Mfap2
4238	216760	MFAP3	Mfap3
9848	71306	MFAP3L	Mfap3l
4239	76293	MFAP4	Mfap4
8076	50530	MFAP5	Mfap5
56947	75734	MFF	Mff
4240	17304	MFGE8	Mfge8
9258	52065	MFHAS1	Mfhas1
55669	67414	MFN1	Mfn1
9927	170731	MFN2	Mfn2
4242	17305	MFNG	Mfng
83552	259172	MFRP	Mfrp
64747	66868	MFSD1	Mfsd1
84879	76574	MFSD2A	Mfsd2a
388931	432628	MFSD2B	Mfsd2b
54842	98682	MFSD6	Mfsd6
162387	215723	MFSD6L	Mfsd6l
256471	72175	MFSD8	Mfsd8
79157	69900	MFSD11	Mfsd11
126321	73822	MFSD12	Mfsd12
23269	29808	MGA	Mga
8972	232714	MGAM	Mgam
84709	67749	MGARP	Mgarp
4245	17308	MGAT1	Mgat1
4247	217664	MGAT2	Mgat2
4248	17309	MGAT3	Mgat3
11320	269181	MGAT4A	Mgat4a
11282	103534	MGAT4B	Mgat4b
25834	67569	MGAT4C	Mgat4c
152586	67555	MGAT4D	Mgat4d
4249	107895	MGAT5	Mgat5
146664	268510	MGAT5B	Mgat5b
11343	23945	MGLL	Mgll
92667	74528	MGME1	Mgme1
4255	17314	MGMT	Mgmt
4256	17313	MGP	Mgp
23295	17237	MGRN1	Mgrn1
4257	56615	MGST1	Mgst1
4258	211666	MGST2	Mgst2
4259	66447	MGST3	Mgst3
8190	12587	MIA	Mia
4253	338320	MIA2	Mia2
375056	338366	MIA3	Mia3
57534	225164	MIB1	Mib1
142678	76580	MIB2	Mib2
64780	171580	MICAL1	Mical1
9645	320878	MICAL2	Mical2
57553	194401	MICAL3	Mical3
85377	27008	MICALL1	Micall1
79778	231830	MICALL2	Micall2
440574	433771	MICOS10	Micos10
125988	224904	MICOS13	Micos13
10367	216001	MICU1	Micu1
221154	68514	MICU2	Micu2
286097	78506	MICU3	Micu3
4281	17318	MID1	Mid1
58526	68041	MID1IP1	Mid1ip1
11043	23947	MID2	Mid2
91748	238317	MIDEAS	Mideas
90007	59090	MIDN	Midn
54471	239555	MIEF1	Mief1
125170	237781	MIEF2	Mief2
84299	103742	MIEN1	Mien1
57708	71148	MIER1	Mier1
54531	70427	MIER2	Mier2
166968	218613	MIER3	Mier3
4282	17319	MIF	Mif
57409	69674	MIF4GD	Mif4gd
374986	215708	MIGA1	Miga1
84895	108958	MIGA2	Miga2
60672	28010	MIIP	Miip
284021	380732	MILR1	Milr1
125228	108654	MIMS1	Fam210a
116151	67017	MIMS2	Fam210b
23251	209743	MINAR1	Minar1
100127206	225583	MINAR2	Minar2
55793	75007	MINDY1	Mindy1
54629	235461	MINDY2	Mindy2
80013	66960	MINDY3	Mindy3
84182	330323	MINDY4	Mindy4
646951	100040293	MINDY4B	Mindy4b-ps
50488	50932	MINK1	Mink1
9562	17330	MINPP1	Minpp1
54468	252875	MIOS	Mios
55586	56727	MIOX	Miox
4284	17339	MIP	Mip
4285	70478	MIPEP	Mipep
145282	73490	MIPOL1	Mipol1
79003	67139	MIS12	Mis12
54069	66578	MIS18A	Mis18a
55320	217653	MIS18BP1	Mis18bp1
285315	329659	MISO1	E130311K13Rik
126353	78906	MISP	Misp
113230	70134	MISP3	Misp3
129531	69028	MITD1	Mitd1
4286	17342	MITF	Mitf
131076	381045	MIX23	Mix23
83881	27217	MIXL1	Mixl1
4288	17345	MKI67	Mki67
8195	59030	MKKS	Mkks
4289	27418	MKLN1	Mkln1
8569	17346	MKNK1	Mknk1
2872	17347	MKNK2	Mknk2
23608	54484	MKRN1	Mkrn1
23609	67027	MKRN2	Mkrn2
100129480	70291	MKRN2OS	Mkrn2os
7681	22652	MKRN3	Mkrn3
54903	380718	MKS1	Mks1
283078	210719	MKX	Mkx
2315	77836	MLANA	Mlana
23209	170790	MLC1	Mlc1
9761	109154	MLEC	Mlec
4291	17349	MLF1	Mlf1
8079	30853	MLF2	Mlf2
4292	17350	MLH1	Mlh1
27030	217716	MLH3	Mlh3
90523	69642	MLIP	Mlip
197259	74568	MLKL	Mlkl
4298	64144	MLLT1	Mllt1
4300	70122	MLLT3	Mllt3
4302	246198	MLLT6	Mllt6
8028	17354	MLLT10	Mllt10
10962	56772	MLLT11	Mllt11
79083	171531	MLPH	Mlph
64223	56716	MLST8	Mlst8
6945	21428	MLX	Mlx
22877	208104	MLXIP	Mlxip
51085	58805	MLXIPL	Mlxipl
23417	56690	MLYCD	Mlycd
166785	109136	MMAA	Mmaa
326625	77697	MMAB	Mmab
25974	67096	MMACHC	Mmachc
27249	109129	MMADHC	Mmadhc
23531	67468	MMD	Mmd
221938	75104	MMD2	Mmd2
4311	17380	MME	Mme
79258	27390	MMEL1	Mmel1
93380	236792	MMGT1	Mmgt1
4313	17390	MMP2	Mmp2
4316	17393	MMP7	Mmp7
4317	17394	MMP8	Mmp8
4318	17395	MMP9	Mmp9
4320	17385	MMP11	Mmp11
4321	17381	MMP12	Mmp12
4322	17386	MMP13	Mmp13
4323	17387	MMP14	Mmp14
4324	17388	MMP15	Mmp15
4325	17389	MMP16	Mmp16
4326	23948	MMP17	Mmp17
4327	58223	MMP19	Mmp19
9313	30800	MMP20	Mmp20
118856	214766	MMP21	Mmp21
8510	26561	MMP23B	Mmp23
10893	17391	MMP24	Mmp24
101410538	613262	MMP24OS	Mmp24os1
64386	240047	MMP25	Mmp25
64066	234911	MMP27	Mmp27
79148	118453	MMP28	Mmp28
22915	70945	MMRN1	Mmrn1
79812	105450	MMRN2	Mmrn2
64210	72199	MMS19	Mms19
253714	212377	MMS22L	Mms22l
4594	17850	MMUT	Mmut
4330	433938	MN1	Mn1
4331	17420	MNAT1	Mnat1
84057	76915	MND1	Mnd1
55329	17427	MNS1	Mns1
4335	17428	MNT	Mnt
3110	15285	MNX1	Mnx1
64112	64113	MOAP1	Moap1
55233	232157	MOB1A	Mob1a
92597	68473	MOB1B	Mob1b
81532	101513	MOB2	Mob2
126308	208228	MOB3A	Mob3a
79817	214944	MOB3B	Mob3b
148932	100465	MOB3C	Mob3c
25843	19070	MOB4	Mob4
4336	17433	MOBP	Mobp
55034	68591	MOCOS	Mocos
4337	56738	MOCS1	Mocs1
4338	17434	MOCS2	Mocs2
27304	69372	MOCS3	Mocs3
4340	17441	MOG	Mog
116255	68393	MOGAT1	Mogat1
80168	233549	MOGAT2	Mogat2
7841	57377	MOGS	Mogs
5891	26448	MOK	Mok
84315	72825	MON1A	Mon1a
22879	270096	MON1B	Mon1b
23041	67074	MON2	Mon2
27136	17450	MORC1	Morc1
22880	74522	MORC2	Morc2a
23515	338467	MORC3	Morc3
79710	75746	MORC4	Morc4
10933	21761	MORF4L1	Morf4l1
9643	56397	MORF4L2	Morf4l2
79906	76866	MORN1	Morn1
729967	378462	MORN2	Morn2
283385	74890	MORN3	Morn3
118812	226123	MORN4	Morn4
254956	75495	MORN5	Morn5
4342	17451	MOS	Mos
730094	233812	MOSMO	Mosmo
56180	70380	MOSPD1	Mospd1
158747	76763	MOSPD2	Mospd2
64598	68929	MOSPD3	Mospd3
4343	17454	MOV10	Mov10
54456	83456	MOV10L1	Mov10l1
26002	59012	MOXD1	Moxd1
51660	55951	MPC1	Mpc1
25874	70456	MPC2	Mpc2
9526	24070	MPDU1	Mpdu1
8777	17475	MPDZ	Mpdz
4350	268395	MPG	Mpg
10200	68533	MPHOSPH6	Mphosph6
54737	75339	MPHOSPH8	Mphosph8
10198	269702	MPHOSPH9	Mphosph9
10199	67973	MPHOSPH10	Mphosph10
4351	110119	MPI	Mpi
80739	106722	MPIG6B	Mpig6b
4352	17480	MPL	Mpl
84954	68047	MPND	Mpnd
4353	17523	MPO	Mpo
4354	17524	MPP1	Mpp1
4355	50997	MPP2	Mpp2
4356	13384	MPP3	Mpp3
58538	227157	MPP4	Mpp4
143098	75739	MPP7	Mpp7
65258	225651	MPPE1	Mppe1
758	223726	MPPED1	Mpped1
744	77015	MPPED2	Mpped2
23164	26936	MPRIP	Mprip
4357	246221	MPST	Mpst
4358	17527	MPV17	Mpv17
255027	93734	MPV17L	Mpv17l
84769	234384	MPV17L2	Mpv17l2
4359	17528	MPZ	Mpz
9019	68481	MPZL1	Mpzl1
10205	14012	MPZL2	Mpzl2
196264	319742	MPZL3	Mpzl3
3140	15064	MR1	Mr1
56246	77037	MRAP	Mrap
112609	244958	MRAP2	Mrap2
22808	17532	MRAS	Mras
4360	17533	MRC1	Mrc1
9902	17534	MRC2	Mrc2
4361	17535	MRE11	Mre11a
55686	381269	MREG	Mreg
55257	73247	MRGBP	Mrgbp
116512	211578	MRGPRD	Mrgprd
116534	244238	MRGPRE	Mrgpre
116535	211577	MRGPRF	Mrgprf
386746	381974	MRGPRG	Mrgprg
84245	67873	MRI1	Mri1
100507027	69563	MRLN	Mrln
79922	217038	MRM1	Mrm1
29960	68017	MRM2	Mrm2
55178	67390	MRM3	Mrm3
51149	68067	MRNIP	Mrnip
83876	71263	MRO	Mro
727957	223658	MROH1	Mroh1
339766	100040766	MROH2A	Mroh2a
133558	223825	MROH2B	Mroh2b
389690	268816	MROH5	Mroh5
642475	223645	MROH6	Mroh6
374977	381538	MROH7	Mroh7
140699	629499	MROH8	Mroh8
80133	78258	MROH9	Mroh9
65008	94061	MRPL1	Mrpl1
51069	27398	MRPL2	Mrpl2
11222	94062	MRPL3	Mrpl3
51073	66163	MRPL4	Mrpl4
65005	78523	MRPL9	Mrpl9
124995	107732	MRPL10	Mrpl10
65003	66419	MRPL11	Mrpl11
6182	56282	MRPL12	Mrpl12
28998	68537	MRPL13	Mrpl13
64928	68463	MRPL14	Mrpl14
29088	27395	MRPL15	Mrpl15
54948	94063	MRPL16	Mrpl16
63875	27397	MRPL17	Mrpl17
29074	67681	MRPL18	Mrpl18
9801	56284	MRPL19	Mrpl19
55052	66448	MRPL20	Mrpl20
219927	353242	MRPL21	Mrpl21
29093	216767	MRPL22	Mrpl22
6150	19935	MRPL23	Mrpl23
79590	67707	MRPL24	Mrpl24
51264	94064	MRPL27	Mrpl27
10573	68611	MRPL28	Mrpl28
51263	107734	MRPL30	Mrpl30
64983	75398	MRPL32	Mrpl32
9553	66845	MRPL33	Mrpl33
64981	94065	MRPL34	Mrpl34
51318	66223	MRPL35	Mrpl35
64979	94066	MRPL36	Mrpl36
51253	56280	MRPL37	Mrpl37
64978	60441	MRPL38	Mrpl38
54148	27393	MRPL39	Mrpl39
64976	18100	MRPL40	Mrpl40
64975	107733	MRPL41	Mrpl41
28977	67270	MRPL42	Mrpl42
84545	94067	MRPL43	Mrpl43
65080	69163	MRPL44	Mrpl44
84311	67036	MRPL45	Mrpl45
26589	67308	MRPL46	Mrpl46
57129	74600	MRPL47	Mrpl47
51642	52443	MRPL48	Mrpl48
740	18120	MRPL49	Mrpl49
54534	28028	MRPL50	Mrpl50
51258	66493	MRPL51	Mrpl51
122704	68836	MRPL52	Mrpl52
116540	68499	MRPL53	Mrpl53
116541	66047	MRPL54	Mrpl54
128308	67212	MRPL55	Mrpl55
78988	67840	MRPL57	Mrpl57
3396	68572	MRPL58	Mrpl58
51116	118451	MRPS2	Mrps2
64969	77721	MRPS5	Mrps5
64968	121022	MRPS6	Mrps6
51081	50529	MRPS7	Mrps7
64965	69527	MRPS9	Mrps9
55173	64657	MRPS10	Mrps10
64963	67994	MRPS11	Mrps11
6183	24030	MRPS12	Mrps12
63931	64659	MRPS14	Mrps14
64960	66407	MRPS15	Mrps15
51021	66242	MRPS16	Mrps16
51373	66258	MRPS17	Mrps17
55168	68565	MRPS18A	Mrps18a
28973	66973	MRPS18B	Mrps18b
56945	64655	MRPS22	Mrps22
51649	64656	MRPS23	Mrps23
64951	64660	MRPS24	Mrps24
64432	64658	MRPS25	Mrps25
64949	99045	MRPS26	Mrps26
23107	218506	MRPS27	Mrps27
28957	66230	MRPS28	Mrps28
10884	59054	MRPS30	Mrps30
10240	57312	MRPS31	Mrps31
51650	14548	MRPS33	Mrps33
65993	79044	MRPS34	Mrps34
60488	232536	MRPS35	Mrps35
92399	67871	MRRF	Mrrf
57380	380836	MRS2	Mrs2
57591	223701	MRTFA	Mrtfa
57496	239719	MRTFB	Mrtfb
931	12482	MS4A1	Ms4a1
2206	14126	MS4A2	Ms4a2
51338	666907	MS4A4A	Ms4a4a
64232	269063	MS4A5	Ms4a5
58475	109225	MS4A7	Ms4a7
83661	64381	MS4A8	Ms4a8a
341116	69826	MS4A10	Ms4a10
54860	381213	MS4A12	Ms4a12
503497	73466	MS4A13	Ms4a13
84689	383435	MS4A14	Ms4a14
219995	545279	MS4A15	Ms4a15
728588	76002	MS4A18	Ms4a18
345222	403174	MSANTD1	Msantd1
79684	235184	MSANTD2	Msantd2
91283	66665	MSANTD3	Msantd3
84437	78100	MSANTD4	Msantd4
100421372	119065974	MSANTD7	Msantd7
9242	17681	MSC	Msc
343930	56184	MSGN1	Msgn1
4436	17685	MSH2	Msh2
4437	17686	MSH3	Msh3
4438	55993	MSH4	Msh4
4439	17687	MSH5	Msh5
2956	17688	MSH6	Msh6
4440	17690	MSI1	Msi1
124540	76626	MSI2	Msi2
339287	74026	MSL1	Msl1
55167	77853	MSL2	Msl2
10943	17692	MSL3	Msl3
10232	56047	MSLN	Msln
4477	17695	MSMB	Msmb
6307	66234	MSMO1	Msmo1
692094	100039672	MSMP	Msmp
4478	17698	MSN	Msn
4481	20288	MSR1	Msr1
4482	110265	MSRA	Msra
51734	27361	MSRB1	Msrb1
22921	76467	MSRB2	Msrb2
253827	320183	MSRB3	Msrb3
118490	74843	MSS51	Mss51
4485	15235	MST1	Mst1
4486	19882	MST1R	Mst1r
2660	17700	MSTN	Mstn
55154	229524	MSTO1	Msto1
4487	17701	MSX1	Msx1
4488	17702	MSX2	Msx2
4504	17751	MT3	Mt3
84560	17752	MT4	Mt4
9112	116870	MTA1	Mta1
9219	23942	MTA2	Mta2
57504	116871	MTA3	Mta3
4507	66902	MTAP	Mtap
64757	66112	MTARC1	Mtarc1
54996	67247	MTARC2	Mtarc2
27085	105837	MTBP	Mtbp
23787	56462	MTCH1	Mtch1
23788	56428	MTCH2	Mtch2
23255	68617	MTCL1	Mtcl1
140710	320706	MTCL2	Mtcl2
387104	67412	MTCL3	Mtcl3
4515	17763	MTCP1	Mtcp1
92140	67154	MTDH	Mtdh
80298	74238	MTERF2	Mterf2
51001	66410	MTERF3	Mterf3
130916	69821	MTERF4	Mterf4
4520	17764	MTF1	Mtf1
22823	17765	MTF2	Mtf2
123263	69606	MTFMT	Mtfmt
51537	67900	MTFP1	Mtfp1
9650	67472	MTFR1	Mtfr1
56181	76824	MTFR1L	Mtfr1l
113115	71804	MTFR2	Mtfr2
92170	212508	MTG1	Mtg1
26164	52856	MTG2	Mtg2
4522	108156	MTHFD1	Mthfd1
25902	270685	MTHFD1L	Mthfd1l
10797	17768	MTHFD2	Mthfd2
441024	665563	MTHFD2L	Mthfd2l
4524	17769	MTHFR	Mthfr
64779	234814	MTHFSD	Mthfsd
4528	76784	MTIF2	Mtif2
219402	76366	MTIF3	Mtif3
205251	67885	MTLN	Mtln
4534	17772	MTM1	Mtm1
8776	53332	MTMR1	Mtmr1
8898	77116	MTMR2	Mtmr2
8897	74302	MTMR3	Mtmr3
9110	170749	MTMR4	Mtmr4
9107	219135	MTMR6	Mtmr6
9108	54384	MTMR7	Mtmr7
66036	210376	MTMR9	Mtmr9
54893	233315	MTMR10	Mtmr10
10903	194126	MTMR11	Mtmr11
54545	268783	MTMR12	Mtmr12
64419	97287	MTMR14	Mtmr14
55028	276852	MTNAP1	Mtnap1
4543	17773	MTNR1A	Mtnr1a
4544	244701	MTNR1B	Mtnr1b
25821	68291	MTO1	Mto1
2475	56717	MTOR	Mtor
55149	67440	MTPAP	Mtpap
136319	14489	MTPN	Mtpn
4548	238505	MTR	Mtr
51250	67851	MTRES1	Mtres1
23517	72198	MTREX	Mtrex
9617	211253	MTRF1	Mtrf1
54516	108853	MTRF1L	Mtrf1l
91574	72650	MTRFR	Mtrfr
4552	210009	MTRR	Mtrr
9788	211401	MTSS1	Mtss1
92154	244654	MTSS2	Mtss2
4547	17777	MTTP	Mttp
222166	68235	MTURN	Mturn
57509	102103	MTUS1	Mtus1
23281	77521	MTUS2	Mtus2
4580	17827	MTX1	Mtx1
10651	53375	MTX2	Mtx2
345778	382793	MTX3	Mtx3
4582	17829	MUC1	Muc1
4583	17831	MUC2	Muc2
4584	619309	MUC3A	Muc3a
4585	140474	MUC4	Muc4
4586	17833	MUC5AC	Muc5ac
727897	74180	MUC5B	Muc5b
4588	353328	MUC6	Muc6
56667	17063	MUC13	Muc13
143662	269328	MUC15	Muc15
